Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
223,Female,42,Chicago,Bronze,520.4,9,3.5,TRUE,37,Unsatisfied
224,Male,29,San Francisco,Gold,1370.2,18,4.7,FALSE,10,Satisfied
225,Male,26,Miami,Silver,690.6,12,3.9,TRUE,47,Unsatisfied
226,Female,38,Houston,Bronze,440.9,8,3.2,FALSE,24,Neutral
227,Female,32,New York,Gold,1160.3,14,4.4,TRUE,22,Satisfied
228,Male,34,Los Angeles,Silver,800.2,11,4.1,FALSE,17,Neutral
229,Female,43,Chicago,Bronze,500.75,10,3.3,TRUE,40,Unsatisfied
230,Male,30,San Francisco,Gold,1460.5,20,4.8,FALSE,12,Satisfied
231,Male,27,Miami,Silver,700.4,13,4,TRUE,53,Unsatisfied
232,Female,37,Houston,Bronze,420.8,7,3.1,FALSE,21,Neutral
233,Female,31,New York,Gold,1130.6,15,4.5,TRUE,26,Satisfied
234,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,12,Neutral
235,Female,41,Chicago,Bronze,480.25,9,3.6,TRUE,38,Unsatisfied
236,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,9,Satisfied
237,Male,32,Miami,Silver,680.3,10,3.8,TRUE,32,Unsatisfied
238,Female,36,Houston,Bronze,470.5,8,3,FALSE,18,Neutral
239,Female,30,New York,Gold,1180.8,16,4.7,TRUE,19,Satisfied
240,Male,34,Los Angeles,Silver,790.2,11,4,FALSE,15,Neutral
241,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,39,Unsatisfied
242,Male,30,San Francisco,Gold,1470.5,20,4.8,FALSE,13,Satisfied
243,Male,27,Miami,Silver,710.4,13,4.1,TRUE,54,Unsatisfied
244,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,23,
245,Female,31,New York,Gold,1130.6,15,4.5,TRUE,26,Satisfied
246,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,12,Neutral
247,Female,41,Chicago,Bronze,480.25,9,3.6,TRUE,38,Unsatisfied
248,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,9,Satisfied
249,Male,32,Miami,Silver,680.3,10,3.8,TRUE,32,Unsatisfied
250,Female,36,Houston,Bronze,470.5,8,3,FALSE,18,Neutral
251,Female,30,New York,Gold,1180.8,16,4.7,TRUE,19,Satisfied
252,Male,34,Los Angeles,Silver,790.2,11,4,FALSE,15,Neutral
253,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,39,Unsatisfied
254,Male,30,San Francisco,Gold,1470.5,20,4.8,FALSE,13,Satisfied
255,Male,27,Miami,Silver,710.4,13,4.1,TRUE,54,Unsatisfied
256,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,23,Neutral
257,Female,31,New York,Gold,1140.6,15,4.6,TRUE,27,Satisfied
258,Male,35,Los Angeles,Silver,810.9,12,4.3,FALSE,13,Neutral
259,Female,41,Chicago,Bronze,485.25,9,3.6,TRUE,39,Unsatisfied
260,Male,28,San Francisco,Gold,1500.1,21,4.9,FALSE,10,Satisfied
261,Male,32,Miami,Silver,670.3,10,3.8,TRUE,33,Unsatisfied
262,Female,36,Houston,Bronze,460.5,8,3.1,FALSE,19,Neutral
263,Female,30,New York,Gold,1190.8,16,4.5,TRUE,20,Satisfied
264,Male,33,Los Angeles,Silver,830.75,13,4.2,FALSE,14,Satisfied
265,Female,42,Chicago,Bronze,520.4,9,3.5,TRUE,37,Unsatisfied
266,Male,29,San Francisco,Gold,1370.2,18,4.7,FALSE,10,Satisfied
267,Male,26,Miami,Silver,690.6,12,3.9,TRUE,47,Unsatisfied
268,Female,38,Houston,Bronze,440.9,8,3.2,FALSE,24,Neutral
269,Female,32,New York,Gold,1160.3,14,4.4,TRUE,22,Satisfied
270,Male,34,Los Angeles,Silver,800.2,11,4.1,FALSE,17,Neutral
271,Female,43,Chicago,Bronze,500.75,10,3.3,TRUE,40,Unsatisfied
272,Male,30,San Francisco,Gold,1460.5,20,4.8,FALSE,12,Satisfied
273,Male,27,Miami,Silver,700.4,13,4,TRUE,53,Unsatisfied
274,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,23,Neutral
275,Female,31,New York,Gold,1140.6,15,4.5,TRUE,27,Satisfied
276,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,12,Neutral
277,Female,41,Chicago,Bronze,480.25,9,3.6,TRUE,38,Unsatisfied
278,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,9,Satisfied
279,Male,32,Miami,Silver,680.3,10,3.8,TRUE,32,Unsatisfied
280,Female,36,Houston,Bronze,470.5,8,3,FALSE,18,Neutral
281,Female,30,New York,Gold,1180.8,16,4.7,TRUE,19,Satisfied
282,Male,34,Los Angeles,Silver,790.2,11,4,FALSE,15,Neutral
283,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,39,Unsatisfied
284,Male,30,San Francisco,Gold,1470.5,20,4.8,FALSE,13,Satisfied
285,Male,27,Miami,Silver,710.4,13,4.1,TRUE,54,Unsatisfied
286,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,23,Neutral
287,Female,31,New York,Gold,1130.6,15,4.5,TRUE,26,Satisfied
288,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,13,Neutral
289,Female,41,Chicago,Bronze,485.25,9,3.6,TRUE,39,Unsatisfied
290,Male,28,San Francisco,Gold,1500.1,21,4.9,FALSE,10,Satisfied
291,Male,32,Miami,Silver,670.3,10,3.8,TRUE,33,Unsatisfied
292,Female,36,Houston,Bronze,460.5,8,3.1,FALSE,19,Neutral
293,Female,30,New York,Gold,1190.8,16,4.5,TRUE,20,Satisfied
294,Male,33,Los Angeles,Silver,830.75,13,4.2,FALSE,14,Satisfied
295,Female,42,Chicago,Bronze,520.4,9,3.5,TRUE,37,Unsatisfied
296,Male,29,San Francisco,Gold,1370.2,18,4.7,FALSE,10,Satisfied
297,Male,26,Miami,Silver,690.6,12,3.9,TRUE,47,Unsatisfied
298,Female,38,Houston,Bronze,440.9,8,3.2,FALSE,24,Neutral
299,Female,32,New York,Gold,1160.3,14,4.4,TRUE,22,Satisfied
300,Male,34,Los Angeles,Silver,800.2,11,4.1,FALSE,17,Neutral
301,Male,36,San Francisco,Gold,1420.8,19,4.6,FALSE,11,Satisfied
302,Female,29,Miami,Silver,730.4,14,4,TRUE,50,Unsatisfied
303,Female,35,Houston,Bronze,450.6,7,3.3,FALSE,21,Neutral
304,Male,31,New York,Gold,1210.6,17,4.8,TRUE,18,Satisfied
305,Male,27,Los Angeles,Silver,780.9,11,4.2,FALSE,16,Neutral
306,Female,42,Chicago,Bronze,495.25,10,3.5,TRUE,35,Unsatisfied
307,Male,29,San Francisco,Gold,1390.2,18,4.7,FALSE,9,Satisfied
308,Male,26,Miami,Silver,670.6,12,3.9,TRUE,46,Unsatisfied
309,Female,38,Houston,Bronze,460.9,8,3.2,FALSE,25,Neutral
310,Female,32,New York,Gold,1170.3,14,4.5,TRUE,21,Satisfied
311,Male,34,Los Angeles,Silver,810.2,11,4,FALSE,14,Neutral
312,Female,43,Chicago,Bronze,515.75,9,3.3,TRUE,38,Unsatisfied
313,Male,30,San Francisco,Gold,1450.5,20,4.8,FALSE,12,Satisfied
314,Male,27,Miami,Silver,690.4,13,4.1,TRUE,52,Unsatisfied
315,Female,37,Houston,Bronze,420.8,7,3.4,FALSE,24,Neutral
316,Female,31,New York,Gold,1130.6,15,4.5,TRUE,26,Satisfied
317,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,13,Neutral
318,Female,41,Chicago,Bronze,480.25,9,3.6,TRUE,39,Unsatisfied
319,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,9,Satisfied
320,Male,32,Miami,Silver,680.3,10,3.8,TRUE,32,Unsatisfied
321,Female,36,Houston,Bronze,470.5,8,3,FALSE,18,Neutral
322,Female,30,New York,Gold,1180.8,16,4.7,TRUE,19,Satisfied
323,Male,34,Los Angeles,Silver,790.2,11,4,FALSE,15,Neutral
324,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,39,Unsatisfied
325,Male,30,San Francisco,Gold,1470.5,20,4.8,FALSE,13,Satisfied
326,Male,27,Miami,Silver,710.4,13,4.1,TRUE,54,Unsatisfied
327,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,23,Neutral
328,Female,31,New York,Gold,1140.6,15,4.5,TRUE,27,Satisfied
329,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,13,Neutral
330,Female,41,Chicago,Bronze,485.25,9,3.6,TRUE,39,Unsatisfied
331,Male,28,San Francisco,Gold,1500.1,21,4.9,FALSE,10,Satisfied
332,Male,32,Miami,Silver,670.3,10,3.8,TRUE,33,Unsatisfied
333,Female,36,Houston,Bronze,460.5,8,3.1,FALSE,19,Neutral
334,Female,30,New York,Gold,1190.8,16,4.5,TRUE,20,Satisfied
335,Male,33,Los Angeles,Silver,830.75,13,4.2,FALSE,14,Satisfied
336,Female,42,Chicago,Bronze,520.4,9,3.5,TRUE,37,Unsatisfied
337,Male,29,San Francisco,Gold,1370.2,18,4.7,FALSE,10,Satisfied
338,Male,26,Miami,Silver,690.6,12,3.9,TRUE,47,Unsatisfied
339,Female,38,Houston,Bronze,440.9,8,3.2,FALSE,24,Neutral
340,Female,32,New York,Gold,1160.3,14,4.4,TRUE,22,Satisfied
341,Male,34,Los Angeles,Silver,800.2,11,4.1,FALSE,17,Neutral
342,Female,43,Chicago,Bronze,525.75,9,3.3,TRUE,40,Unsatisfied
343,Male,30,San Francisco,Gold,1460.5,20,4.8,FALSE,11,Satisfied
344,Male,27,Miami,Silver,720.4,13,4,TRUE,55,Unsatisfied
345,Female,37,Houston,Bronze,440.8,7,3.2,FALSE,25,Neutral
346,Female,31,New York,Gold,1150.6,15,4.5,TRUE,28,Satisfied
347,Male,35,Los Angeles,Silver,830.9,12,4.3,FALSE,14,Neutral
348,Female,41,Chicago,Bronze,490.25,9,3.6,TRUE,40,Unsatisfied
349,Male,28,San Francisco,Gold,1480.1,21,4.9,FALSE,10,Satisfied
350,Male,32,Miami,Silver,690.3,10,3.8,TRUE,34,Unsatisfied
351,Female,36,Houston,Bronze,480.5,8,3.1,FALSE,20,Neutral
352,Female,30,New York,Gold,1170.8,16,4.7,TRUE,21,Satisfied
353,Male,34,Los Angeles,Silver,790.2,11,4,FALSE,15,Neutral
354,Female,43,Chicago,Bronze,510.75,10,3.3,TRUE,41,Unsatisfied
355,Male,30,San Francisco,Gold,1440.5,19,4.6,FALSE,12,Satisfied
356,Male,27,Miami,Silver,700.4,13,4.1,TRUE,56,Unsatisfied
357,Female,37,Houston,Bronze,410.8,7,3.4,FALSE,26,Neutral
358,Female,31,New York,Gold,1160.6,15,4.5,TRUE,29,Satisfied
359,Male,35,Los Angeles,Silver,810.9,12,4.3,FALSE,14,Neutral
360,Female,41,Chicago,Bronze,495.25,9,3.6,TRUE,41,Unsatisfied
361,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,10,Satisfied
362,Male,32,Miami,Silver,660.3,10,3.8,TRUE,35,Unsatisfied
363,Female,36,Houston,Bronze,430.5,8,3.1,FALSE,21,Neutral
364,Female,30,New York,Gold,1200.8,16,4.7,TRUE,22,Satisfied
365,Male,34,Los Angeles,Silver,780.2,11,4.1,FALSE,16,Neutral
366,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,42,Unsatisfied
367,Male,30,San Francisco,Gold,1460.5,20,4.8,FALSE,13,Satisfied
368,Male,27,Miami,Silver,710.4,13,4.1,TRUE,57,Unsatisfied
369,Female,37,Houston,Bronze,450.8,7,3.4,FALSE,24,Neutral
370,Female,31,New York,Gold,1140.6,15,4.5,TRUE,30,Satisfied
371,Male,35,Los Angeles,Silver,800.9,12,4.1,FALSE,17,Neutral
372,Female,41,Chicago,Bronze,475.25,9,3.6,TRUE,42,Unsatisfied
373,Male,28,San Francisco,Gold,1480.1,21,4.9,FALSE,11,Satisfied
374,Male,32,Miami,Silver,660.3,10,3.8,TRUE,36,Unsatisfied
375,Female,36,Houston,Bronze,470.5,8,3,FALSE,22,Neutral
376,Female,30,New York,Gold,1190.8,16,4.5,TRUE,23,Satisfied
377,Male,33,Los Angeles,Silver,770.2,11,4.2,FALSE,18,Neutral
378,Female,43,Chicago,Bronze,515.75,10,3.3,TRUE,43,Unsatisfied
379,Male,30,San Francisco,Gold,1450.5,19,4.6,FALSE,12,Satisfied
380,Male,27,Miami,Silver,710.4,13,4.1,TRUE,58,Unsatisfied
381,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,27,Neutral
382,Female,31,New York,Gold,1160.6,15,4.5,TRUE,31,Satisfied
383,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,15,Neutral
384,Female,41,Chicago,Bronze,495.25,9,3.6,TRUE,43,Unsatisfied
385,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,10,Satisfied
386,Male,32,Miami,Silver,660.3,10,3.8,TRUE,37,Unsatisfied
387,Female,36,Houston,Bronze,440.5,8,3.1,FALSE,23,Neutral
388,Female,30,New York,Gold,1200.8,16,4.7,TRUE,24,Satisfied
389,Male,34,Los Angeles,Silver,780.2,11,4.1,FALSE,16,Neutral
390,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,44,Unsatisfied
391,Male,30,San Francisco,Gold,1460.5,20,4.8,FALSE,13,Satisfied
392,Male,27,Miami,Silver,710.4,13,4.1,TRUE,59,Unsatisfied
393,Female,37,Houston,Bronze,450.8,7,3.4,FALSE,28,Neutral
394,Female,31,New York,Gold,1140.6,15,4.5,TRUE,32,Satisfied
395,Male,35,Los Angeles,Silver,800.9,12,4.1,FALSE,17,Neutral
396,Female,41,Chicago,Bronze,475.25,9,3.6,TRUE,44,Unsatisfied
397,Male,28,San Francisco,Gold,1480.1,21,4.9,FALSE,12,Satisfied
398,Male,32,Miami,Silver,660.3,10,3.8,TRUE,38,Unsatisfied
399,Female,36,Houston,Bronze,470.5,8,3,FALSE,22,Neutral
400,Female,30,New York,Gold,1190.8,16,4.5,TRUE,25,Satisfied
401,Male,33,Los Angeles,Silver,800.2,11,4.1,FALSE,18,Neutral
402,Female,43,Chicago,Bronze,515.75,10,3.3,TRUE,45,Unsatisfied
403,Male,30,San Francisco,Gold,1450.5,19,4.6,FALSE,13,Satisfied
404,Male,27,Miami,Silver,710.4,13,4.1,TRUE,60,Unsatisfied
405,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,29,Neutral
406,Female,31,New York,Gold,1160.6,15,4.5,TRUE,33,Satisfied
407,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,16,Neutral
408,Female,41,Chicago,Bronze,495.25,9,3.6,TRUE,45,Unsatisfied
409,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,11,Satisfied
410,Male,32,Miami,Silver,660.3,10,3.8,TRUE,39,Unsatisfied
411,Female,36,Houston,Bronze,440.5,8,3.1,FALSE,24,Neutral
412,Female,30,New York,Gold,1200.8,16,4.7,TRUE,25,Satisfied
413,Male,34,Los Angeles,Silver,780.2,11,4.1,FALSE,17,Neutral
414,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,46,Unsatisfied
415,Male,30,San Francisco,Gold,1460.5,20,4.8,FALSE,14,Satisfied
416,Male,27,Miami,Silver,710.4,13,4.1,TRUE,61,Unsatisfied
417,Female,37,Houston,Bronze,450.8,7,3.4,FALSE,30,Neutral
418,Female,31,New York,Gold,1140.6,15,4.5,TRUE,34,Satisfied
419,Male,35,Los Angeles,Silver,800.9,12,4.1,FALSE,19,Neutral
420,Female,41,Chicago,Bronze,475.25,9,3.6,TRUE,46,Unsatisfied
421,Male,28,San Francisco,Gold,1480.1,21,4.9,FALSE,12,Satisfied
422,Male,32,Miami,Silver,660.3,10,3.8,TRUE,40,Unsatisfied
423,Female,36,Houston,Bronze,470.5,8,3,FALSE,26,Neutral
424,Female,30,New York,Gold,1190.8,16,4.5,TRUE,27,Satisfied
425,Male,34,Los Angeles,Silver,780.2,11,4.2,FALSE,18,Neutral
426,Female,43,Chicago,Bronze,515.75,10,3.3,TRUE,47,Unsatisfied
427,Male,30,San Francisco,Gold,1450.5,19,4.6,FALSE,14,Satisfied
428,Male,27,Miami,Silver,710.4,13,4.1,TRUE,62,Unsatisfied
429,Female,37,Houston,Bronze,430.8,7,3.4,FALSE,31,Neutral
430,Female,31,New York,Gold,1160.6,15,4.5,TRUE,35,Satisfied
431,Male,35,Los Angeles,Silver,820.9,12,4.3,FALSE,20,Neutral
432,Female,41,Chicago,Bronze,495.25,9,3.6,TRUE,47,Unsatisfied
433,Male,28,San Francisco,Gold,1490.1,21,4.9,FALSE,11,Satisfied
434,Male,32,Miami,Silver,660.3,10,3.8,TRUE,41,Unsatisfied
435,Female,36,Houston,Bronze,440.5,8,3.1,FALSE,28,Neutral
436,Female,30,New York,Gold,1200.8,16,4.7,TRUE,28,Satisfied
437,Male,34,Los Angeles,Silver,780.2,11,4.1,FALSE,19,Neutral
438,Female,43,Chicago,Bronze,505.75,10,3.3,TRUE,48,Unsatisfied
439,Male,30,San Francisco,Gold,1460.5,20,4.8,FALSE,15,Satisfied
440,Male,27,Miami,Silver,710.4,13,4.1,TRUE,63,Unsatisfied
441,Female,37,Houston,Bronze,450.8,7,3.4,FALSE,32,Neutral
442,Female,31,New York,Gold,1140.6,15,4.5,TRUE,36,Satisfied
443,Male,35,Los Angeles,Silver,800.9,12,4.1,FALSE,20,Neutral
444,Female,41,Chicago,Bronze,475.25,9,3.6,TRUE,48,Unsatisfied
445,Male,28,San Francisco,Gold,1480.1,21,4.9,FALSE,13,Satisfied
446,Male,32,Miami,Silver,660.3,10,3.8,TRUE,42,Unsatisfied
447,Female,36,Houston,Bronze,470.5,8,3,FALSE,27,Neutral
448,Female,30,New York,Gold,1190.8,16,4.5,TRUE,28,Satisfied
449,Male,34,Los Angeles,Silver,780.2,11,4.2,FALSE,21,Neutral
